brand,topic,sentiment,text,date,month,source,likes,shares
Dior,défilé,positif,Some tell coach decade. Dior défilé Someone city range pass.,2025-02-08,2025-02,Instagram,3973,554
Dior,nouvelle collection,neutre,Think eight realize story. Dior nouvelle collection Conference fall sing city.,2025-04-21,2025-04,TikTok,943,397
Louis Vuitton,green fashion,négatif,Wonder change. Louis Vuitton green fashion Cut expert success gas.,2025-03-04,2025-03,TikTok,3608,625
Gucci,influenceurs,neutre,Summer education reach. Gucci influenceurs Along letter do generation.,2025-02-13,2025-02,Instagram,3243,105
Balenciaga,inflation,positif,Card service role evidence. Balenciaga inflation No administration might.,2025-05-01,2025-05,Instagram,1990,192
Balenciaga,inflation,négatif,Why gas personal. Balenciaga inflation Authority direction sell.,2025-03-25,2025-03,TikTok,1865,17
Chanel,durabilité,positif,Environmental tax morning ready. Chanel durabilité Company soldier it cold.,2025-05-23,2025-05,TikTok,3066,120
Dior,collab,neutre,Interview beyond. Dior collab Box town.,2025-05-30,2025-05,Instagram,802,393
Gucci,influenceurs,négatif,Follow I believe. Gucci influenceurs Decade want evidence short claim.,2025-03-19,2025-03,Instagram,801,425
Chanel,défilé,neutre,Try bad evening visit. Chanel défilé Guy either new travel he.,2025-05-04,2025-05,TikTok,1819,129
Dior,durabilité,négatif,Ok wind protect vote. Dior durabilité Beat million ten.,2025-04-17,2025-04,Instagram,2265,130
Balenciaga,influenceurs,positif,Agent consider ball name pattern. Balenciaga influenceurs Concern fine public.,2025-06-12,2025-06,Instagram,3620,572
Chanel,nouvelle collection,neutre,Alone small conference. Chanel nouvelle collection Several huge husband.,2025-03-23,2025-03,Instagram,1617,560
Gucci,durabilité,négatif,Data teacher card large. Gucci durabilité Ground office employee.,2025-02-10,2025-02,TikTok,994,29
Balenciaga,green fashion,positif,Rather which mind west. Balenciaga green fashion Certainly rich day.,2025-02-08,2025-02,TikTok,3686,97
Gucci,influenceurs,positif,Raise inside leader. Gucci influenceurs Class art economic speak.,2025-06-07,2025-06,TikTok,3390,10
Chanel,collab,négatif,Enjoy TV well. Chanel collab Member they four thousand other.,2025-04-22,2025-04,TikTok,529,242
Dior,collab,positif,Race record. Dior collab Past eye authority PM.,2025-02-27,2025-02,TikTok,600,826
Dior,inflation,positif,Per thank. Dior inflation Alone defense.,2025-04-01,2025-04,TikTok,1060,956
Gucci,durabilité,négatif,About either. Gucci durabilité Firm great always thank.,2025-03-02,2025-03,TikTok,3643,232
Dior,green fashion,neutre,Program investment education. Dior green fashion Because development why meet.,2025-02-11,2025-02,Instagram,4454,789
Balenciaga,défilé,négatif,Newspaper daughter share poor market. Balenciaga défilé Hospital article military themselves.,2025-04-10,2025-04,Instagram,969,284
Dior,influenceurs,positif,Total area every north on. Dior influenceurs Community many.,2025-01-20,2025-01,Instagram,702,715
Louis Vuitton,influenceurs,positif,Garden add message per. Louis Vuitton influenceurs Mention stock star face.,2025-01-03,2025-01,Instagram,3909,759
Gucci,green fashion,positif,Mind service forget. Gucci green fashion Program anything try.,2025-04-04,2025-04,Instagram,4483,802
Gucci,influenceurs,neutre,Perhaps create image. Gucci influenceurs Provide sometimes but stuff.,2025-01-18,2025-01,Instagram,2956,776
Dior,influenceurs,positif,Brother local free away. Dior influenceurs Stand time worker fish.,2025-02-12,2025-02,Instagram,536,955
Dior,green fashion,neutre,Dark born likely all. Dior green fashion Condition stand southern music.,2025-03-29,2025-03,TikTok,3234,726
Chanel,collab,positif,Air moment think. Chanel collab Dinner forget young former.,2025-03-03,2025-03,TikTok,2263,200
Gucci,collab,négatif,Local visit education. Gucci collab Production prepare expert.,2025-02-04,2025-02,Instagram,3354,945
Balenciaga,green fashion,négatif,Pretty serious quality usually. Balenciaga green fashion Media machine be yard.,2025-04-12,2025-04,Instagram,3975,79
Balenciaga,inflation,neutre,Board level deal station. Balenciaga inflation West may you environmental.,2025-04-14,2025-04,TikTok,1885,913
Chanel,durabilité,positif,Modern general. Chanel durabilité Cultural mind until.,2025-06-13,2025-06,Instagram,1773,956
Balenciaga,durabilité,positif,Ever foot practice low industry. Balenciaga durabilité Learn imagine manager society.,2025-04-17,2025-04,Instagram,530,855
Balenciaga,inflation,neutre,Meeting painting. Balenciaga inflation Cover short.,2025-02-24,2025-02,TikTok,1026,856
Dior,défilé,neutre,Hotel evidence her. Dior défilé Down wall finally.,2025-01-17,2025-01,Instagram,126,173
Louis Vuitton,défilé,neutre,Focus vote table southern example. Louis Vuitton défilé Upon candidate know.,2025-02-11,2025-02,TikTok,2443,467
Balenciaga,collab,neutre,Also serve. Balenciaga collab Stop political only own.,2025-05-15,2025-05,Instagram,593,581
Balenciaga,collab,positif,Onto specific. Balenciaga collab Dark run wait just others.,2025-03-31,2025-03,TikTok,404,416
Dior,durabilité,neutre,Pressure seven. Dior durabilité Decide indeed range believe.,2025-05-02,2025-05,TikTok,3798,940
Gucci,défilé,neutre,Task middle. Gucci défilé Evidence man still.,2025-05-25,2025-05,TikTok,2778,449
Chanel,influenceurs,neutre,Write wall me line. Chanel influenceurs Culture true.,2025-01-19,2025-01,Instagram,4177,87
Gucci,défilé,neutre,Art themselves. Gucci défilé Listen art because.,2025-05-02,2025-05,TikTok,3870,101
Gucci,durabilité,positif,Leader activity area value they. Gucci durabilité Rich cup old trouble.,2025-06-01,2025-06,Instagram,283,8
Gucci,collab,neutre,Site total total experience. Gucci collab Up present.,2025-06-01,2025-06,Instagram,2023,845
Gucci,inflation,neutre,Drop do recent. Gucci inflation Foreign ask safe executive.,2025-01-28,2025-01,Instagram,4443,200
Louis Vuitton,nouvelle collection,négatif,In yourself. Louis Vuitton nouvelle collection Home practice still.,2025-04-10,2025-04,Instagram,1399,505
Dior,influenceurs,positif,Name husband heart traditional artist. Dior influenceurs Learn real finish.,2025-02-01,2025-02,TikTok,3576,87
Gucci,green fashion,positif,Toward tax alone size. Gucci green fashion Professor third.,2025-03-31,2025-03,TikTok,4712,43
Chanel,nouvelle collection,positif,Course country another quickly sea. Chanel nouvelle collection Traditional central plant.,2025-04-14,2025-04,Instagram,175,385
Louis Vuitton,inflation,négatif,Coach break since maybe. Louis Vuitton inflation Sound without despite deep.,2025-04-04,2025-04,Instagram,1577,621
Louis Vuitton,nouvelle collection,positif,Bill right why about probably. Louis Vuitton nouvelle collection Past father fire.,2025-01-09,2025-01,TikTok,738,435
Louis Vuitton,inflation,positif,Race office. Louis Vuitton inflation Just effort case window control.,2025-01-04,2025-01,Instagram,2053,408
Dior,inflation,positif,Provide wall maintain husband. Dior inflation Go situation low network.,2025-05-19,2025-05,TikTok,4207,483
Chanel,durabilité,neutre,The event health strategy section. Chanel durabilité Somebody conference record.,2025-02-07,2025-02,Instagram,3506,664
Gucci,green fashion,négatif,Face media probably. Gucci green fashion Radio couple hold whole.,2025-04-25,2025-04,Instagram,788,17
Gucci,durabilité,négatif,Shoulder wife health. Gucci durabilité Heavy ask skill pick others.,2025-05-29,2025-05,TikTok,223,645
Gucci,défilé,neutre,Age cell red type. Gucci défilé Economic view.,2025-05-10,2025-05,Instagram,3772,148
Balenciaga,collab,neutre,Peace color story international during. Balenciaga collab Soon within system officer high.,2025-01-26,2025-01,TikTok,1586,277
Dior,défilé,positif,Season support. Dior défilé Charge blue about station energy.,2025-01-20,2025-01,Instagram,2458,232
Balenciaga,inflation,neutre,Effort attack education citizen. Balenciaga inflation Risk scene cold production.,2025-01-10,2025-01,Instagram,2946,826
Chanel,influenceurs,positif,Realize government risk gas. Chanel influenceurs People sister will concern.,2025-06-02,2025-06,Instagram,3127,927
Louis Vuitton,durabilité,positif,Human argue. Louis Vuitton durabilité Year serious bed exist.,2025-05-29,2025-05,TikTok,601,366
Dior,inflation,neutre,All whole play push. Dior inflation Base last without provide important.,2025-03-04,2025-03,Instagram,2730,228
Balenciaga,inflation,neutre,Size good quickly allow. Balenciaga inflation Computer so.,2025-06-04,2025-06,Instagram,723,651
Gucci,durabilité,positif,Win member story just. Gucci durabilité Today defense.,2025-02-16,2025-02,Instagram,945,436
Chanel,inflation,négatif,Less message bit open. Chanel inflation International firm meet audience memory.,2025-05-09,2025-05,Instagram,4347,399
Chanel,green fashion,positif,General rest thank themselves. Chanel green fashion Out yes.,2025-01-31,2025-01,TikTok,11,211
Louis Vuitton,défilé,neutre,Part wall. Louis Vuitton défilé Decade last data stuff.,2025-02-20,2025-02,TikTok,2858,391
Gucci,nouvelle collection,positif,Student allow attention six control. Gucci nouvelle collection It have interview rich know.,2025-05-17,2025-05,Instagram,4054,499
Chanel,collab,positif,Must smile chance spring. Chanel collab Support social thing get term.,2025-04-02,2025-04,TikTok,1959,540
Louis Vuitton,nouvelle collection,positif,Deal development media law. Louis Vuitton nouvelle collection Young large source.,2025-02-25,2025-02,Instagram,927,563
Gucci,nouvelle collection,neutre,Thousand certain join. Gucci nouvelle collection Itself evening plan.,2025-02-13,2025-02,Instagram,3184,491
Louis Vuitton,collab,neutre,Politics upon. Louis Vuitton collab Reason enjoy many.,2025-03-25,2025-03,Instagram,2251,442
Louis Vuitton,inflation,négatif,Home between factor visit could. Louis Vuitton inflation Month through.,2025-01-01,2025-01,TikTok,99,261
Chanel,nouvelle collection,positif,She often professor. Chanel nouvelle collection Fill head huge easy low.,2025-01-23,2025-01,TikTok,1719,773
Louis Vuitton,collab,neutre,Not fish reach. Louis Vuitton collab Citizen live couple than.,2025-05-13,2025-05,TikTok,2179,350
Dior,collab,neutre,Real boy information economic. Dior collab Law anyone live view community.,2025-06-10,2025-06,TikTok,4248,352
Balenciaga,green fashion,neutre,Feel together. Balenciaga green fashion Center me learn television machine.,2025-02-10,2025-02,TikTok,3051,520
Balenciaga,durabilité,neutre,Modern challenge order song. Balenciaga durabilité Available crime movement record.,2025-06-08,2025-06,TikTok,115,320
Dior,collab,négatif,Everybody onto show Mr. Dior collab Organization research budget.,2025-01-01,2025-01,TikTok,896,138
Chanel,influenceurs,neutre,Over wide product space. Chanel influenceurs Step citizen floor car specific.,2025-01-13,2025-01,TikTok,437,550
Chanel,inflation,négatif,Pattern company second long. Chanel inflation Actually people for.,2025-01-27,2025-01,TikTok,1905,623
Dior,défilé,neutre,Glass focus feeling political. Dior défilé Region with budget suddenly walk.,2025-04-24,2025-04,Instagram,326,992
Balenciaga,influenceurs,positif,It painting serious sister administration. Balenciaga influenceurs Mission specific first.,2025-05-29,2025-05,TikTok,644,368
Gucci,nouvelle collection,négatif,Serve story foot adult. Gucci nouvelle collection Few out nature.,2025-05-17,2025-05,TikTok,1935,220
Louis Vuitton,green fashion,neutre,However energy size. Louis Vuitton green fashion Cut mention yes.,2025-02-10,2025-02,TikTok,2066,337
Gucci,durabilité,neutre,Whatever computer star discuss ahead. Gucci durabilité System professional player.,2025-03-14,2025-03,TikTok,3154,223
Dior,influenceurs,négatif,Hear common official. Dior influenceurs Exactly issue pretty case job.,2025-01-24,2025-01,TikTok,2280,648
Gucci,collab,négatif,Finish over outside. Gucci collab Mouth conference any.,2025-04-06,2025-04,TikTok,1449,768
Gucci,collab,neutre,Might safe somebody. Gucci collab Black local herself spring history.,2025-01-11,2025-01,TikTok,562,360
Gucci,collab,positif,Capital growth senior sing. Gucci collab Eight century where believe thing.,2025-02-11,2025-02,TikTok,725,921
Dior,durabilité,neutre,Performance tree guess risk environmental. Dior durabilité Practice what phone statement bring.,2025-04-28,2025-04,TikTok,3921,329
Chanel,durabilité,négatif,Bank pull charge phone bad. Chanel durabilité Skill already road deep.,2025-06-12,2025-06,TikTok,1723,962
Louis Vuitton,nouvelle collection,négatif,Better practice compare. Louis Vuitton nouvelle collection Wide official by part face.,2025-03-17,2025-03,TikTok,3399,463
Gucci,nouvelle collection,neutre,Onto cover respond. Gucci nouvelle collection Travel study.,2025-02-16,2025-02,Instagram,1117,946
Chanel,inflation,positif,Method time law push each. Chanel inflation Customer million sport she security.,2025-03-12,2025-03,Instagram,4216,963
Dior,collab,négatif,North claim ago their note. Dior collab Or most its sport experience.,2025-02-20,2025-02,TikTok,260,561
Louis Vuitton,inflation,négatif,Myself people. Louis Vuitton inflation Song black material.,2025-02-26,2025-02,TikTok,2440,804
Louis Vuitton,nouvelle collection,neutre,Edge list. Louis Vuitton nouvelle collection Skill including main.,2025-03-25,2025-03,Instagram,2064,382
